IDENTIFICACION,NUMERO_REGISTRO_MEDICO,ESPECIALIDAD
887180,937180,General
887181,937181,Ortopedista
887182,937182,Optometra
887183,937183,Interno
887184,937184,Optometra
887185,937185,Ginecologo
887186,937186,Optometra
887187,937187,Odontologo
887188,937188,Cardiologo
887189,937189,Ginecologo
887190,937190,Optometra
887191,937191,Interno
887192,937192,Neurologo
887193,937193,Cardiologo
887194,937194,Neurologo
887195,937195,General
887196,937196,Pediatra
887197,937197,Dermatologo
887198,937198,Pediatra
887199,937199,Interno
887200,937200,Cardiologo
887201,937201,Pediatra
887202,937202,Ortopedista
887203,937203,Dermatologo
887204,937204,Cardiologo
887205,937205,Pediatra
887206,937206,Odontologo
887207,937207,Traumatologo
887208,937208,Interno
887209,937209,Ortopedista
887210,937210,General
887211,937211,Cardiologo
887212,937212,General
887213,937213,Traumatologo
887214,937214,Traumatologo
887215,937215,Neurologo
887216,937216,Pediatra
887217,937217,Ginecologo
887218,937218,Interno
887219,937219,Ortopedista
887220,937220,Interno
887221,937221,Ortopedista
887222,937222,General
887223,937223,Dermatologo
887224,937224,Cardiologo
887225,937225,Traumatologo
887226,937226,Ginecologo
887227,937227,Ortopedista
887228,937228,Interno
887229,937229,Interno
887230,937230,Traumatologo
887231,937231,Cardiologo
887232,937232,Interno
887233,937233,Odontologo
887234,937234,Ortopedista
887235,937235,Neurologo
887236,937236,Dermatologo
887237,937237,Ginecologo
887238,937238,General
887239,937239,Interno
887240,937240,Optometra
887241,937241,Dermatologo
887242,937242,Odontologo
887243,937243,Neurologo
887244,937244,Dermatologo
887245,937245,Cardiologo
887246,937246,Optometra
887247,937247,Ginecologo
887248,937248,Interno
887249,937249,Interno
887250,937250,Pediatra
887251,937251,Optometra
887252,937252,Optometra
887253,937253,Interno
887254,937254,Ortopedista
887255,937255,General
887256,937256,Neurologo
887257,937257,Cardiologo
887258,937258,Traumatologo
887259,937259,Traumatologo
887260,937260,Traumatologo
887261,937261,Neurologo
887262,937262,General
887263,937263,Ortopedista
887264,937264,Ginecologo
887265,937265,Traumatologo
887266,937266,Optometra
887267,937267,Odontologo
887268,937268,Cardiologo
887269,937269,Odontologo
887270,937270,Optometra
887271,937271,Ortopedista
887272,937272,Neurologo
887273,937273,Traumatologo
887274,937274,Neurologo
887275,937275,Ginecologo
887276,937276,Pediatra
887277,937277,General
887278,937278,Neurologo
887279,937279,Ginecologo
887280,937280,Dermatologo
887281,937281,General
887282,937282,Dermatologo
887283,937283,Dermatologo
887284,937284,Ginecologo
887285,937285,Interno
887286,937286,General
887287,937287,Dermatologo
887288,937288,Ortopedista
887289,937289,Optometra
887290,937290,Pediatra
887291,937291,Ortopedista
887292,937292,Traumatologo
887293,937293,Neurologo
887294,937294,General
887295,937295,Traumatologo
887296,937296,Ginecologo
887297,937297,Neurologo
887298,937298,Odontologo
887299,937299,Neurologo
887300,937300,Ginecologo
887301,937301,Traumatologo
887302,937302,Neurologo
887303,937303,Pediatra
887304,937304,Optometra
887305,937305,Odontologo
887306,937306,Ginecologo
887307,937307,Optometra
887308,937308,Odontologo
887309,937309,General
887310,937310,Neurologo
887311,937311,Ortopedista
887312,937312,Traumatologo
887313,937313,Interno
887314,937314,Neurologo
887315,937315,Pediatra
887316,937316,Cardiologo
887317,937317,Traumatologo
887318,937318,Ortopedista
887319,937319,Ginecologo
887320,937320,Cardiologo
887321,937321,General
887322,937322,Pediatra
887323,937323,Pediatra
887324,937324,Interno
887325,937325,Neurologo
887326,937326,Neurologo
887327,937327,Pediatra
887328,937328,Optometra
887329,937329,General
887330,937330,Optometra
887331,937331,Odontologo
887332,937332,Odontologo
887333,937333,Dermatologo
887334,937334,Dermatologo
887335,937335,Cardiologo
887336,937336,Pediatra
887337,937337,General
887338,937338,Ortopedista
887339,937339,General
887340,937340,Cardiologo
887341,937341,Ginecologo
887342,937342,Ortopedista
887343,937343,Cardiologo
887344,937344,General
887345,937345,Pediatra
887346,937346,Optometra
887347,937347,Traumatologo
887348,937348,Pediatra
887349,937349,General
887350,937350,Cardiologo
887351,937351,Traumatologo
887352,937352,Ginecologo
887353,937353,Neurologo
887354,937354,Neurologo
887355,937355,Cardiologo
887356,937356,Cardiologo
887357,937357,Ginecologo
887358,937358,Pediatra
887359,937359,Neurologo
887360,937360,Interno
887361,937361,Optometra
887362,937362,Dermatologo
887363,937363,Traumatologo
887364,937364,Neurologo
887365,937365,Traumatologo
887366,937366,Ortopedista
887367,937367,Traumatologo
887368,937368,Odontologo
887369,937369,Cardiologo
887370,937370,Dermatologo
887371,937371,Odontologo
887372,937372,Cardiologo
887373,937373,Traumatologo
887374,937374,Traumatologo
887375,937375,Cardiologo
887376,937376,Ginecologo
887377,937377,Ortopedista
887378,937378,Ginecologo
887379,937379,General
887380,937380,Ortopedista
887381,937381,Traumatologo
887382,937382,Ginecologo
887383,937383,Neurologo
887384,937384,General
887385,937385,Optometra
887386,937386,Pediatra
887387,937387,Neurologo
887388,937388,Dermatologo
887389,937389,Ginecologo
887390,937390,Pediatra
887391,937391,Odontologo
887392,937392,Optometra
887393,937393,Pediatra
887394,937394,Odontologo
887395,937395,Traumatologo
887396,937396,General
887397,937397,Ginecologo
887398,937398,Traumatologo
887399,937399,Neurologo
887400,937400,Ginecologo
887401,937401,Dermatologo
887402,937402,Cardiologo
887403,937403,Traumatologo
887404,937404,Dermatologo
887405,937405,Pediatra
887406,937406,Dermatologo
887407,937407,Optometra
887408,937408,Neurologo
887409,937409,General
887410,937410,Odontologo
887411,937411,General
887412,937412,Cardiologo
887413,937413,Dermatologo
887414,937414,Ginecologo
887415,937415,Dermatologo
887416,937416,Traumatologo
887417,937417,Ginecologo
887418,937418,Ginecologo
887419,937419,Optometra
887420,937420,Interno
887421,937421,Ortopedista
887422,937422,Cardiologo
887423,937423,Odontologo
887424,937424,Odontologo
887425,937425,Interno
887426,937426,Odontologo
887427,937427,Interno
887428,937428,Traumatologo
887429,937429,Interno
887430,937430,General
887431,937431,Pediatra
887432,937432,Cardiologo
887433,937433,Ortopedista
887434,937434,General
887435,937435,Odontologo
887436,937436,Ortopedista
887437,937437,General
887438,937438,Odontologo
887439,937439,Optometra
887440,937440,Ortopedista
887441,937441,Ginecologo
887442,937442,Pediatra
887443,937443,Pediatra
887444,937444,General
887445,937445,Traumatologo
887446,937446,Ginecologo
887447,937447,Ortopedista
887448,937448,Pediatra
887449,937449,Neurologo
887450,937450,Neurologo
887451,937451,Pediatra
887452,937452,Neurologo
887453,937453,General
887454,937454,Ortopedista
887455,937455,Odontologo
887456,937456,Ginecologo
887457,937457,Neurologo
887458,937458,Dermatologo
887459,937459,Ginecologo
887460,937460,Odontologo
887461,937461,Dermatologo
887462,937462,Pediatra
887463,937463,Dermatologo
887464,937464,Odontologo
887465,937465,Cardiologo
887466,937466,Cardiologo
887467,937467,Interno
887468,937468,Pediatra
887469,937469,Neurologo
887470,937470,Odontologo
887471,937471,Odontologo
887472,937472,Dermatologo
887473,937473,Ortopedista
887474,937474,Optometra
887475,937475,Ortopedista
887476,937476,Optometra
887477,937477,Interno
887478,937478,General
887479,937479,Cardiologo
887480,937480,Ortopedista
887481,937481,Optometra
887482,937482,General
887483,937483,General
887484,937484,Interno
887485,937485,Traumatologo
887486,937486,Ortopedista
887487,937487,Pediatra
887488,937488,Ginecologo
887489,937489,Ortopedista
887490,937490,Dermatologo
887491,937491,Cardiologo
887492,937492,Neurologo
887493,937493,Optometra
887494,937494,Cardiologo
887495,937495,Dermatologo
887496,937496,Interno
887497,937497,Odontologo
887498,937498,Dermatologo
887499,937499,Odontologo
887500,937500,Optometra
887501,937501,Ortopedista
887502,937502,General
887503,937503,Optometra
887504,937504,Interno
887505,937505,Ginecologo
887506,937506,Ginecologo
887507,937507,Ortopedista
887508,937508,Ginecologo
887509,937509,Dermatologo
887510,937510,General
887511,937511,Pediatra
887512,937512,General
887513,937513,Ginecologo
887514,937514,Interno
887515,937515,Cardiologo
887516,937516,Ginecologo
887517,937517,Optometra
887518,937518,Interno
887519,937519,Neurologo
887520,937520,Optometra
887521,937521,Pediatra
887522,937522,Optometra
887523,937523,Traumatologo
887524,937524,General
887525,937525,Dermatologo
887526,937526,Optometra
887527,937527,Ginecologo
887528,937528,Pediatra
887529,937529,Optometra
887530,937530,Traumatologo
887531,937531,Odontologo
887532,937532,Ginecologo
887533,937533,Odontologo
887534,937534,Ginecologo
887535,937535,Ortopedista
887536,937536,Neurologo
887537,937537,Pediatra
887538,937538,Pediatra
887539,937539,Ginecologo
887540,937540,Odontologo
887541,937541,Ortopedista
887542,937542,Optometra
887543,937543,Traumatologo
887544,937544,Dermatologo
887545,937545,Neurologo
887546,937546,Ginecologo
887547,937547,Traumatologo
887548,937548,Optometra
887549,937549,Traumatologo
887550,937550,Traumatologo
887551,937551,Interno
887552,937552,Traumatologo
887553,937553,Optometra
887554,937554,Pediatra
887555,937555,Neurologo
887556,937556,Interno
887557,937557,Interno
887558,937558,Interno
887559,937559,Optometra
887560,937560,Interno
887561,937561,Interno
887562,937562,Optometra
887563,937563,Optometra
887564,937564,Ginecologo
887565,937565,Dermatologo
887566,937566,Pediatra
887567,937567,Neurologo
887568,937568,Optometra
887569,937569,Traumatologo
887570,937570,Traumatologo
887571,937571,Pediatra
887572,937572,Ortopedista
887573,937573,Optometra
887574,937574,Neurologo
887575,937575,Neurologo
887576,937576,Ortopedista
887577,937577,Ortopedista
887578,937578,Optometra
887579,937579,Neurologo
887580,937580,General
887581,937581,Dermatologo
887582,937582,Pediatra
887583,937583,Neurologo
887584,937584,Ginecologo
887585,937585,General
887586,937586,Ortopedista
887587,937587,General
887588,937588,Neurologo
887589,937589,Cardiologo
887590,937590,Interno
887591,937591,General
887592,937592,Ortopedista
887593,937593,Neurologo
887594,937594,Dermatologo
887595,937595,Pediatra
887596,937596,Traumatologo
887597,937597,Interno
887598,937598,General
887599,937599,Odontologo
887600,937600,Ortopedista
887601,937601,Neurologo
887602,937602,Cardiologo
887603,937603,Ginecologo
887604,937604,Traumatologo
887605,937605,Ginecologo
887606,937606,Dermatologo
887607,937607,Dermatologo
887608,937608,Ortopedista
887609,937609,Cardiologo
887610,937610,Traumatologo
887611,937611,Odontologo
887612,937612,Optometra
887613,937613,Ginecologo
887614,937614,Optometra
887615,937615,Cardiologo
887616,937616,General
887617,937617,Traumatologo
887618,937618,Optometra
887619,937619,Dermatologo
887620,937620,Ginecologo
887621,937621,Cardiologo
887622,937622,Neurologo
887623,937623,Interno
887624,937624,Pediatra
887625,937625,General
887626,937626,Pediatra
887627,937627,Neurologo
887628,937628,Traumatologo
887629,937629,Cardiologo
887630,937630,Odontologo
887631,937631,Ginecologo
887632,937632,Traumatologo
887633,937633,Cardiologo
887634,937634,Pediatra
887635,937635,Odontologo
887636,937636,Ortopedista
887637,937637,Ginecologo
887638,937638,Neurologo
887639,937639,Optometra
887640,937640,Cardiologo
887641,937641,General
887642,937642,Dermatologo
887643,937643,Optometra
887644,937644,Interno
887645,937645,Interno
887646,937646,Traumatologo
887647,937647,Traumatologo
887648,937648,Cardiologo
887649,937649,Pediatra
887650,937650,Cardiologo
887651,937651,Dermatologo
887652,937652,General
887653,937653,Neurologo
887654,937654,Traumatologo
887655,937655,Pediatra
887656,937656,Optometra
887657,937657,Ginecologo
887658,937658,Odontologo
887659,937659,Ortopedista
887660,937660,Neurologo
887661,937661,Ginecologo
887662,937662,Ginecologo
887663,937663,Ortopedista
887664,937664,General
887665,937665,Interno
887666,937666,Cardiologo
887667,937667,Neurologo
887668,937668,Interno
887669,937669,General
887670,937670,Pediatra
887671,937671,Traumatologo
887672,937672,Interno
887673,937673,General
887674,937674,Pediatra
887675,937675,Cardiologo
887676,937676,Ginecologo
887677,937677,Odontologo
887678,937678,Optometra
887679,937679,Optometra
887680,937680,Pediatra
887681,937681,General
887682,937682,General
887683,937683,Odontologo
887684,937684,Ortopedista
887685,937685,General
887686,937686,Ortopedista
887687,937687,Cardiologo
887688,937688,Odontologo
887689,937689,Interno
887690,937690,Traumatologo
887691,937691,Dermatologo
887692,937692,Odontologo
887693,937693,General
887694,937694,General
887695,937695,Ginecologo
887696,937696,Odontologo
887697,937697,Traumatologo
887698,937698,Optometra
887699,937699,Ortopedista
887700,937700,Cardiologo
887701,937701,Traumatologo
887702,937702,Ginecologo
887703,937703,Ginecologo
887704,937704,Traumatologo
887705,937705,Traumatologo
887706,937706,Pediatra
887707,937707,Optometra
887708,937708,Interno
887709,937709,Interno
887710,937710,Ortopedista
887711,937711,Interno
887712,937712,Interno
887713,937713,Dermatologo
887714,937714,General
887715,937715,Optometra
887716,937716,Interno
887717,937717,Odontologo
887718,937718,Ginecologo
887719,937719,Pediatra
887720,937720,Ortopedista
887721,937721,Ortopedista
887722,937722,Ginecologo
887723,937723,Dermatologo
887724,937724,Pediatra
887725,937725,Dermatologo
887726,937726,Pediatra
887727,937727,Interno
887728,937728,Cardiologo
887729,937729,Traumatologo
887730,937730,Neurologo
887731,937731,Ginecologo
887732,937732,Dermatologo
887733,937733,Optometra
887734,937734,Cardiologo
887735,937735,Dermatologo
887736,937736,Interno
887737,937737,Pediatra
887738,937738,General
887739,937739,Optometra
887740,937740,Optometra
887741,937741,Interno
887742,937742,Interno
887743,937743,Ortopedista
887744,937744,General
887745,937745,General
887746,937746,Odontologo
887747,937747,Pediatra
887748,937748,General
887749,937749,Pediatra
887750,937750,Interno
887751,937751,Pediatra
887752,937752,Neurologo
887753,937753,Optometra
887754,937754,General
887755,937755,Cardiologo
887756,937756,General
887757,937757,Cardiologo
887758,937758,Dermatologo
887759,937759,Neurologo
887760,937760,Odontologo
887761,937761,Optometra
887762,937762,Odontologo
887763,937763,Ortopedista
887764,937764,Interno
887765,937765,Interno
887766,937766,Optometra
887767,937767,Ortopedista
887768,937768,General
887769,937769,Ortopedista
887770,937770,Ortopedista
887771,937771,Ginecologo
887772,937772,Cardiologo
887773,937773,Cardiologo
887774,937774,Interno
887775,937775,Odontologo
887776,937776,Cardiologo
887777,937777,Traumatologo
887778,937778,Dermatologo
887779,937779,Dermatologo
887780,937780,Optometra
887781,937781,Interno
887782,937782,Traumatologo
887783,937783,Dermatologo
887784,937784,Optometra
887785,937785,Pediatra
887786,937786,General
887787,937787,Traumatologo
887788,937788,Cardiologo
887789,937789,Cardiologo
887790,937790,Traumatologo
887791,937791,Optometra
887792,937792,Dermatologo
887793,937793,Traumatologo
887794,937794,Cardiologo
887795,937795,Odontologo
887796,937796,Neurologo
887797,937797,Traumatologo
887798,937798,Dermatologo
887799,937799,Dermatologo
887800,937800,Cardiologo
887801,937801,Traumatologo
887802,937802,Ortopedista
887803,937803,General
887804,937804,Ortopedista
887805,937805,General
887806,937806,General
887807,937807,Ortopedista
887808,937808,General
887809,937809,Cardiologo
887810,937810,Optometra
887811,937811,General
887812,937812,General
887813,937813,Odontologo
887814,937814,Cardiologo
887815,937815,Odontologo
887816,937816,Cardiologo
887817,937817,Cardiologo
887818,937818,Ortopedista
887819,937819,Interno
887820,937820,Pediatra
887821,937821,Cardiologo
887822,937822,Ortopedista
887823,937823,Optometra
887824,937824,Pediatra
887825,937825,Odontologo
887826,937826,Cardiologo
887827,937827,Pediatra
887828,937828,Dermatologo
887829,937829,Ortopedista
887830,937830,Ginecologo
887831,937831,Optometra
887832,937832,Cardiologo
887833,937833,Optometra
887834,937834,Neurologo
887835,937835,Interno
887836,937836,Neurologo
887837,937837,Neurologo
887838,937838,Pediatra
